              Mückenhausen Unternehmensgruppe

              Artmeier Bus GmbH & Co. KG

              Mettener Str. 15

              94469 Deggendorf

              Telefon: +49-991 991 34110

              www.artmeier-bus.de

                                                                                                                                                            gültig ab                                01.01.2025

              Stadtbus Deggendorf Linie 3 Aletsberg -                                                                           Stammstrecke -

              Mietraching und                                    zurück

              Verkehrstage                                                                   Montag - Freitag                                               Samstag

              Verkehrshinweise

              Deggendorf, Obere Aletsberger Straße           ab  08:12  09:12  10:12  11:12  12:12  13:12  14:12  15:12  16:12  17:12  18:12  08:12  09:12  10:12                             11:12  12:12  13:12
              Deggendorf, Stadthallen                            09:02  10:02  11:02  12:02  13:02  14:02  15:02  16:02  17:02  18:02  19:02  09:02  10:02  11:02                             12:02  13:02  14:02

              Deggendorf, Busbhf. 1                              09:03  10:03  11:03  12:03  13:03  14:03  15:03  16:03  17:03  18:03  19:03  09:03  10:03  11:03                             12:03  13:03  14:03

              Deggendorf, Schachinger Weg                        09:04  10:04  11:04  12:04  13:04  14:04  15:04  16:04  17:04  18:04  19:04  09:04  10:04  11:04                             12:04  13:04  14:04

              Deggendorf Hbf 10                                  09:05  10:05  11:05  12:05  13:05  14:05  15:05  16:05  17:05  18:05  19:05  09:05  10:05  11:05                             12:05  13:05  14:05

              Deggendorf, Egger Str. Abzw. Stadtfeldstr.         09:07  10:07  11:07  12:07  13:07  14:07  15:07  16:07  17:07  18:07         09:07  10:07  11:07                             12:07  13:07

              Deggendorf, Egger Str./Schulzentrum                09:08  10:08  11:08  12:08  13:08  14:08  15:08  16:08  17:08  18:08         09:08  10:08  11:08                             12:08  13:08

              Deggendorf, Aletsberger Str.                       09:09  10:09  11:09  12:09  13:09  14:09  15:09  16:09  17:09  18:09         09:09  10:09  11:09                             12:09  13:09

              Deggendorf, Kurt-Schumacher-Str.                   09:10  10:10  11:10  12:10  13:10  14:10  15:10  16:10  17:10  18:10         09:10  10:10  11:10                             12:10  13:10

              Deggendorf, Eichthalstr.                           09:11  10:11  11:11  12:11  13:11  14:11  15:11  16:11  17:11  18:11         09:11  10:11  11:11                             12:11  13:11

              Deggendorf, Obere Aletsberger Straße           an  09:12  10:12  11:12  12:12  13:12  14:12  15:12  16:12  17:12  18:12         09:12  10:12  11:12                             12:12  13:12

              Anmerkungen

              Gültig an Werktagen. An Sonn- und Feiertagen kein Verkehr. An Heiligabend und Silvester Verkehr wie am Samstag außer der 24.12. und 31.12. ist ein Sonntag, dann KEIN Verkehr.

